vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-30.2,0.0655,-12.763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,30.4,-0.3273,-12.306,0,-0,0,0,-6,-46,0.5891,-15.055,0,-0,0,0,-3.6,23.6,-0.3273,-7.2,0.4,-27.6,0.3273,-0.5236,-2.6,-42.4,1.7018,5.6291,-4.8,63.2,-1.9637,-9.0979,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.8,-30.4,0,-12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,30,0,-12.306,0,-0,0,0,-6,-46.4,0.6545,-14.989,0,-0,0,0,-3.6,23.4,0,-6.8728,0.4,-27.6,0,-0.7854,-2.6,-42.2,1.5709,5.6291,-5,63.2,-1.6363,-8.64,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-30.8,-0.0655,-12.698,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,29.6,0,-12.175,0,-0,0,0,-6,-46.8,0.9163,-15.185,0,-0,0,0,-3.6,23.2,0,-6.6109,0.4,-27.8,0,-1.3091,-2.8,-42.2,1.3091,5.1054,-4.8,63,-0.7854,-8.3779,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-31.2,-0.1309,-12.371,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,29.2,0,-12.632,0,-0,0,0,-6,-47.2,1.0472,-15.317,0,-0,0,0,-3.6,23,0,-6.4146,0.4,-27.8,0,-1.3746,-2.8,-42,0.9163,4.7782,-4.6,62.6,-0.1309,-7.9855,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-31.6,-0.1964,-12.24,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,28.8,0,-12.568,0,-0,0,0,-6,-47.6,1.1128,-15.382,0,-0,0,0,-3.6,22.8,0,-6.2837,0.4,-27.8,0,-1.7018,-2.8,-41.8,0.7854,4.32,-4.8,62.4,-0.1309,-7.8545,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-31.8,-0.2618,-12.306,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,28.6,0,-12.371,0,-0,0,0,-6,-48.2,1.1128,-15.382,0,-0,0,0,-3.6,22.6,-0.3273,-6.2182,0.4,-27.8,0,-1.8982,-2.8,-41.8,0.5891,4.1237,-4.8,62.2,0.1964,-7.331,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-32.2,-0.3273,-12.24,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,28.2,-0.3273,-12.043,0,-0,0,0,-6.2,-48.6,1.0472,-15.317,0,-0,0,0,-3.6,22.6,-0.5891,-6.2182,0.4,-28,0,-1.8982,-2.8,-41.6,0.3273,3.8618,-4.8,62,0.4582,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-32.6,0,-12.043,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,28,-0.2618,-11.912,0,-0,0,0,-6.4,-49,0.9163,-15.185,0,-0,0,0,-3.6,22.4,-0.7854,-6.2837,0.4,-28,0,-2.0291,-2.8,-41.6,0,3.9272,-4.8,61.8,-0.9163,-6.7418,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-32.8,0,-11.717,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,27.4,-0.5236,-11.651,0,-0,0,0,-6.2,-49.4,0.72,-15.317,0,-0,0,0,-3.6,22.2,-0.9163,-6.0872,0.4,-28,0,-2.2909,-2.8,-41.4,0,3.6,-4.8,61.6,-1.9637,-6.2837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-33.2,-0.3273,-11.651,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,27.2,-0.72,-11.651,0,-0,0,0,-6.2,-49.8,0.7854,-15.317,0,-0,0,0,-3.6,22,-0.9818,-6.0218,0.4,-28,0.3273,-2.6837,-2.8,-41.4,0,3.6,-4.8,61.4,-1.1782,-5.8909,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-33.6,-0.2618,-11.52,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,27,-0.8509,-11.586,0,-0,0,0,-6.2,-50.2,1.0472,-15.185,0,-0,0,0,-3.4,21.8,-0.9818,-6.0872,0.4,-28.2,0.5891,-2.8146,-2.8,-41.2,0,3.6,-5,61.4,-1.1782,-5.52,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-33.8,-0.1964,-11.323,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,26.6,-0.9163,-11.454,0,-0,0,0,-6.2,-50.6,0.4582,-15.317,0,-0,0,0,-3.4,21.6,-0.9163,-6.2837,0.4,-28.2,0.7854,-2.6837,-2.8,-41.2,0,3.6,-5,61.2,-2.0946,-5.1927,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-34.2,-0.4582,-11.062,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,26.2,-0.9163,-11.258,0,-0,0,0,-6.2,-51,0.1964,-15.055,0,-0,0,0,-3.4,21.4,-0.4582,-5.8909,0.4,-28.4,0.9163,-3.0109,-2.8,-41,0,3.6,-3.8,61,-3.7309,-4.9309,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-34.4,-0.3273,-11.128,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,26,-0.8509,-10.997,0,-0,0,0,-6.2,-51.6,0.6545,-14.792,0,-0,0,0,-3.4,21.4,0,-5.6291,0.4,-28.4,0.9818,-3.0763,-2.8,-41,0,3.6,-4,60.8,-5.2363,-4.8655,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-34.8,-0.5236,-10.8,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,25.6,-0.72,-11.062,0,-0,0,0,-6.4,-52,0.72,-14.531,0,-0,0,0,-3.4,21.2,0.1309,-5.4982,0.2,-28.6,0.9818,-2.88,-2.8,-40.8,0.3273,3.6,-5.2,60.8,-6.8728,-4.9964,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-35,-0.6545,-10.8,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,25.4,-0.5236,-11.128,0,-0,0,0,-6.6,-52.4,1.0472,-14.269,0,-0,0,0,-3.4,21,0.3273,-5.1709,0.2,-28.6,0.9163,-2.7491,-2.8,-40.8,0.2618,3.6,-4.6,60.666,-7.2,-4.9964,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-35.4,-0.72,-10.8,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,25,-0.2618,-10.8,0,-0,0,0,-6.2,-52.8,0.5891,-14.335,0,-0,0,0,-3.4,20.8,0.5236,-5.04,0.2,-28.6,0.7854,-3.0109,-2.8,-40.6,0.5236,3.6,-4,60.534,-7.2655,-4.8655,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-35.6,-1.0472,-10.472,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,24.8,-0.3273,-10.8,0,-0,0,0,-6.2,-53,0.1309,-14.335,0,-0,0,0,-3.6,20.8,0.3273,-5.1054,0.2,-28.8,0.5891,-2.9454,-2.8,-40.6,0.72,3.6,-3.4,60.4,-6.2837,-4.6036,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,-36,-0.9163,-10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,24.4,0,-10.8,0,-0,0,0,-6.4,-53.4,0,-13.942,0,-0,0,0,-3.6,20.6,0.4582,-5.04,0.2,-28.8,0.3273,-2.9454,-2.8,-40.4,0.5236,3.9272,-3.2,60.2,-7.9855,-4.6036,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-36.2,-0.72,-10.015,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,24.2,0,-10.472,0,-0,0,0,-6.4,-53.8,0.4582,-13.615,0,-0,0,0,-3.4,20.4,0.1964,-4.8437,0.2,-28.8,0,-3.0109,-3,-40.4,0.3273,3.8618,-2.8,60,-8.509,-4.5382,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-36.6,-0.8509,-9.8834,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,23.8,0,-10.538,0,-0,0,0,-6.6,-54.2,1.1128,-13.418,0,-0,0,0,-3.4,20.4,-0.0655,-4.5163,0.2,-29,0,-3.1418,-2.8,-40.2,0.1309,4.1237,-3.2,60,-6.5454,-4.08,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-36.8,-0.9163,-9.491,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,23.6,-0.3273,-10.277,0,-0,0,0,-6.2,-54.8,2.0291,-13.352,0,-0,0,0,-3.6,20.2,-0.3273,-4.4509,0.2,-29.2,0,-3.3382,-3,-40.2,0.5891,4.32,-2.8,59.8,-4.5163,-3.8182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,-37,-0.5236,-9.229,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,23.2,-0.5891,-10.408,0,-0,0,0,-6.2,-55.2,2.0946,-13.418,0,-0,0,0,-3.4,20,-0.5891,-4.32,0.2,-29.2,0,-3.5346,-3,-40,0.9163,4.4509,-3,59.8,-3.3382,-3.0763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-37.2,-0.4582,-9.0979,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,23,-0.7854,-10.211,0,-0,0,0,-6.4,-55.4,1.9637,-12.895,0,-0,0,0,-3.6,20,-0.4582,-3.7963,0.2,-29.2,0,-3.7309,-2.8,-39.8,1.1128,4.5163,-2.4,59.6,-2.8146,-2.6182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-37.6,0,-9.0979,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,22.8,-0.9163,-10.08,0,-0,0,0,-6.8,-55.6,2.6837,-12.502,0,-0,0,0,-3.4,19.8,-0.2618,-3.6,0.2,-29.4,0,-3.6,-2.8,-39.8,0.8509,4.8437,-2.6,59.6,-2.6837,-2.2254,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-37.8,0.1309,-8.9021,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,22.4,-0.9818,-10.015,0,-0,0,0,-6.8,-56,3.1418,-11.912,0,-0,0,0,-3.4,19.8,-0.3927,-3.4037,0.2,-29.4,0,-3.4691,-2.8,-39.6,0.5891,5.04,-2.4,59.6,-3.6654,-1.9637,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,-38,-0.0655,-8.9021,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,22.2,-0.9818,-10.015,0,-0,0,0,-6.8,-56.4,4.0582,-11.52,0,-0,0,0,-3.4,19.6,-0.5236,-3.2072,0.2,-29.6,0,-3.3382,-3.2,-39.4,0.3273,5.4328,-2.6,59.4,-3.8618,-1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-38.2,0.1309,-8.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,21.8,-0.9163,-9.7524,0,-0,0,0,-6.8,-56.8,3.9272,-11.717,0,-0,0,0,-3.4,19.6,-0.2618,-3.0109,0.2,-29.8,0,-3.6,-3.2,-39.4,0.3927,5.3018,-2.4,59.6,-4.32,-1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-38.6,-0.0655,-8.509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,21.6,-0.7854,-9.6221,0,-0,0,0,-6.8,-57,3.4037,-11.848,0,-0,0,0,-3.4,19.6,-0.3273,-2.88,0.2,-29.8,0,-3.5346,-3.2,-39.2,1.1128,5.3672,-2.4,59.4,-4.32,-0.8509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-38.8,0.0655,-8.1166,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,21.4,-0.5891,-9.6221,0,-0,0,0,-7.2,-57.4,2.88,-11.912,0,-0,0,0,-3.4,19.4,0,-2.4872,0.2,-29.8,0,-3.4691,-3,-39,1.3091,5.6291,-2.2,59.4,-4.9746,-0.3927,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-39,0.1964,-7.9855,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,21,-0.3273,-9.36,0,-0,0,0,-7.2,-57.6,2.8146,-11.848,0,-0,0,0,-3.4,19.4,-0.3273,-2.5528,0.2,-30,0,-3.7309,-2.8,-38.8,1.3091,5.6946,-1.8,59.4,-4.9091,-0.2618,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,-39.2,0,-7.789,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,20.8,0,-9.229,0,-0,0,0,-7.4,-58,2.88,-11.76,0,-0,0,0,-3.4,19.2,-0.5891,-2.3563,0.2,-30,0,-3.6,-3,-38.6,0.7854,5.8909,-1.6,59.4,-5.1709,0.2618,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-39.4,-0.1964,-7.5276,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,20.6,0,-9.229,0,-0,0,0,-7.4,-58.4,1.2857,-12.086,0,-0,0,0,-3.4,19.2,-0.7854,-2.2909,0.2,-30.2,-0.3273,-3.4691,-3,-38.6,0.5891,6.2182,-1.6,59.4,-4.6472,0.3927,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,-39.6,-0.0655,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,20.4,0,-9.36,0,-0,0,0,-7.4,-58.6,0,-12.24,0,-0,0,0,-3.4,19.2,-0.9163,-2.0291,0.2,-30.2,-0.5891,-3.7309,-3.4,-38.4,0.4582,6.2837,-1.4,59.4,-4.0582,0.8509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
