vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h),vehicle33-relx(m),vehicle33-rely(m),vehicle33-relvx(km/h),vehicle33-relvy(km/h),vehicle34-relx(m),vehicle34-rely(m),vehicle34-relvx(km/h),vehicle34-relvy(km/h),vehicle35-relx(m),vehicle35-rely(m),vehicle35-relvx(km/h),vehicle35-relvy(km/h),vehicle36-relx(m),vehicle36-rely(m),vehicle36-relvx(km/h),vehicle36-relvy(km/h),vehicle37-relx(m),vehicle37-rely(m),vehicle37-relvx(km/h),vehicle37-relvy(km/h),vehicle38-relx(m),vehicle38-rely(m),vehicle38-relvx(km/h),vehicle38-relvy(km/h),vehicle39-relx(m),vehicle39-rely(m),vehicle39-relvx(km/h),vehicle39-relvy(km/h),vehicle40-relx(m),vehicle40-rely(m),vehicle40-relvx(km/h),vehicle40-relvy(km/h),vehicle41-relx(m),vehicle41-rely(m),vehicle41-relvx(km/h),vehicle41-relvy(km/h),vehicle42-relx(m),vehicle42-rely(m),vehicle42-relvx(km/h),vehicle42-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.4,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,29.4,0,8.4434,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.2,-0.6545,-1.1782,0,-0,0,0,0,-0,0,0,-6.8,22.4,0,12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.4,0,0.5891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,29.8,0,8.8366,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.2,-1.1782,-1.1128,0,-0,0,0,0,-0,0,0,-6.8,22.8,0,12.895,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.4,0,0.7854,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,30,0,8.7055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.2,-1.5709,-0.9163,0,-0,0,0,0,-0,0,0,-6.8,23.2,0,13.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.4,0,0.9163,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,30.2,0,8.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.2,-1.8328,-0.9818,0,-0,0,0,0,-0,0,0,-6.8,23.4,0,13.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.4,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,30.4,0,8.7055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.4,-1.9637,-0.9818,0,-0,0,0,0,-0,0,0,-6.8,23.8,0,12.895,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,30.6,0,8.509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,-1.9637,-0.9163,0,-0,0,0,0,-0,0,0,-6.8,24.2,0.3273,12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.9163,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,31,0.3273,8.509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,-1.8328,-0.7854,0,-0,0,0,0,-0,0,0,-6.8,24.6,0.5891,12.895,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.7854,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,31.2,0.2618,8.7055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,-1.5709,-0.9163,0,-0,0,0,0,-0,0,0,-6.8,25,0.7854,12.763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.5891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,31.4,0.5236,8.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,-1.1782,-0.9163,0,-0,0,0,0,-0,0,0,-6.8,25.2,0.9163,12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.3273,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,31.6,0.72,8.7055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,-0.6545,-0.7854,0,-0,0,0,0,-0,0,0,-6.8,25.6,0.9818,12.698,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,31.8,0.8509,8.8366,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,0.3273,-0.9163,0,-0,0,0,0,-0,0,0,-7,26,0.9818,12.698,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.3273,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,32.2,0.9163,8.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.4,0.2618,-0.9818,0,-0,0,0,0,-0,0,0,-7,26.4,0.9163,12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.5891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.8,32.4,0.9163,8.9021,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.6,0.5236,-0.9818,0,-0,0,0,0,-0,0,0,-7,26.6,0.7854,13.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.7854,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,32.6,0.8509,8.9021,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.6,0.72,-0.9163,0,-0,0,0,0,-0,0,0,-7,27,0.5891,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.9163,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,32.8,1.0472,8.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.6,0.8509,-0.7854,0,-0,0,0,0,-0,0,0,-7,27.4,0.3273,13.615,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45.2,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,33.2,0.7854,8.509,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.4,-31.6,1.2437,-0.5891,0,-0,0,0,0,-0,0,0,-7,27.8,0,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,33.4,0.7854,8.4434,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.6,-31.6,1.5054,-0.6545,0,-0,0,0,0,-0,0,0,-7,28.2,0.3273,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,33.6,1.0472,8.2476,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.4,-31.6,1.6363,-0.5891,0,-0,0,0,0,-0,0,0,-7,28.6,0.5891,13.615,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,33.8,0.8509,8.3124,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.4,-31.6,1.6363,-0.7854,0,-0,0,0,0,-0,0,0,-7,29,0.7854,13.483,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0.3273,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.4,34,0.9163,8.2476,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.4,-31.6,1.5054,-0.9163,0,-0,0,0,0,-0,0,0,-7,29.4,0.9163,13.418,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0.5891,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.6,34.2,1.2437,8.051,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.6,1.2437,-0.9818,0,-0,0,0,0,-0,0,0,-7,29.6,0.9818,13.418,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-45,0.7854,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.4,34.6,1.44,8.1166,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,1.2437,-0.9818,0,-0,0,0,0,-0,0,0,-7.2,30,0.9818,13.157,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-44.8,0.9163,1.3091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.4,34.6,1.5054,8.1166,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0.7854,-0.9163,0,-0,0,0,0,-0,0,0,-7.2,30.4,0.9163,13.025,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-44.8,0.9818,1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.4,35,1.44,8.051,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0.5891,-1.1128,0,-0,0,0,0,-0,0,0,-7.2,30.8,0.7854,13.025,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-44.8,1.3091,1.5709,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.4,35.2,1.2437,8.2476,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0.3273,-1.1782,0,-0,0,0,0,-0,0,0,-7.2,31.2,0.5891,13.157,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-44.8,1.5054,1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.2,35.4,1.6363,8.3124,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0,-1.1128,0,-0,0,0,0,-0,0,0,-7.2,31.6,0.3273,13.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-44.8,1.5709,1.3091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.2,35.6,1.1782,8.2476,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0,-0.9163,0,-0,0,0,0,-0,0,0,-7.2,31.8,0.3273,12.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-44.6,1.5054,1.3091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3.2,35.8,1.3091,8.4434,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-31.8,0,-0.9818,0,-0,0,0,0,-0,0,0,-7.2,32.2,0.5891,12.698,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
